loan_id,customer_name,branch_code,loan_type,disbursement_date,principal_amount,interest_rate,tenure_months,emi_amount,emi_paid_count,status,overdue_days
HFL202400476,Customer_476,HYD06,TOP_UP,2024-07-26,2908083.37,9.77,180,30842.5,35,CLOSED,0
HFL202300477,Customer_477,CHN05,TOP_UP,2023-08-24,2398995.92,12.0,120,34418.62,43,OPEN,0
HFL202400478,Customer_478,BLR04,HOME_LOAN,2024-12-01,3621912.69,9.3,60,75713.39,27,OVERDUE,38
HFL202300479,Customer_479,CHN05,TOP_UP,2023-08-16,2042925.09,11.55,240,21856.78,73,OVERDUE,103
HFL202300480,Customer_480,PUN02,TOP_UP,2023-02-28,4744864.53,12.6,240,54243.18,238,OPEN,0
HFL202300481,Customer_481,HYD06,TOP_UP,2023-02-04,,11.05,120,55000.84,30,CLOSED,0
HFL202300482,Customer_482,BLR04,TOP_UP,2023-06-11,,9.88,240,6777.7,51,OPEN,0
HFL202400483,Customer_483,CHN05,LAP,2024-12-21,622500.71,8.95,180,6295.31,89,CLOSED,0
HFL202300484,Customer_484,MUM01,TOP_UP,2023-10-11,1363588.91,13.32,240,16287.34,104,OVERDUE,148
HFL202300485,Customer_485,CHN05,LAP,2023-03-16,2664895.08,10.2,60,56883.75,36,OVERDUE,66
HFL202400486,Customer_486,BLR04,HOME_LOAN,2024-01-22,2946892.44,12.35,180,36033.92,150,WRITTEN_OFF,0
HFL202300487,Customer_487,PUN02,LAP,2023-09-22,617505.03,11.67,120,8742.0,52,CLOSED,0
HFL202300488,Customer_488,HYD06,HOME_LOAN,2023-01-10,3593847.2,9.82,180,38224.88,87,OPEN,0
HFL202300489,Customer_489,HYD06,LAP,2023-07-02,2539810.63,10.27,180,27713.98,48,OPEN,0
HFL202300490,Customer_490,PUN02,HOME_LOAN,2023-08-29,3756516.61,12.86,120,55779.06,45,OPEN,0
HFL202300491,Customer_491,CHN05,LAP,2023-05-03,4624884.21,11.88,240,50537.57,217,CLOSED,0
HFL202300492,Customer_492,CHN05,TOP_UP,2023-11-19,2613999.78,13.43,180,33816.45,56,OPEN,0
HFL202400493,Customer_493,BLR04,HOME_LOAN,2024-06-22,4056568.61,10.89,60,87977.26,49,OPEN,0
HFL202300494,Customer_494,PUN02,LAP,2023-05-04,3581749.47,10.8,60,77519.14,6,OPEN,0
HFL202500495,Customer_495,CHN05,LAP,2025-06-01,1520593.61,11.24,120,21153.29,23,OPEN,0
HFL202400496,Customer_496,PUN02,TOP_UP,2024-03-05,3593349.35,10.36,240,35537.99,147,OPEN,0
HFL202300497,Customer_497,PUN02,HOME_LOAN,2023-04-13,3687832.66,12.52,240,41950.97,189,OVERDUE,51
HFL202300498,Customer_498,DEL03,HOME_LOAN,2023-01-10,1130054.2,11.0,180,12844.16,145,CLOSED,0
HFL202400499,Customer_499,HYD06,LAP,2024-12-08,1067706.84,9.58,180,11200.86,85,OPEN,0
HFL202400500,Customer_500,MUM01,TOP_UP,2024-07-27,2920209.99,12.55,180,36087.31,173,OPEN,0
HFL202400501,Customer_501,HYD06,HOME_LOAN,2024-08-12,3354367.77,11.19,180,38526.8,114,OPEN,0
HFL202300502,Customer_502,DEL03,TOP_UP,2023-10-21,2479634.78,13.28,120,37434.25,78,CLOSED,0
HFL202300503,Customer_503,DEL03,TOP_UP,2023-03-15,671826.06,10.22,180,7310.17,154,OPEN,0
HFL202400504,Customer_504,PUN02,TOP_UP,2024-03-31,3970577.97,13.19,240,47056.8,32,OPEN,0
HFL202300505,Customer_505,BLR04,LAP,2023-09-15,4720055.49,12.0,60,104995.03,4,OPEN,0
HFL202300506,Customer_506,CHN05,LAP,2023-01-27,3923388.42,11.12,60,85538.95,41,OPEN,0
HFL202300507,Customer_507,pun02,LAP,2023-09-11,3766688.17,10.72,120,51290.93,84,OPEN,0
HFL202300508,Customer_508,PUN02,TOP_UP,2023-11-30,4361933.37,10.84,180,49140.24,178,OPEN,0
HFL202400509,Customer_509,HYD06,LAP,2024-09-03,2445754.08,12.24,240,27340.2,232,OPEN,0
HFL202300510,Customer_510,PUN02,TOP_UP,2023-08-21,4082126.5,10.71,180,45656.68,0,OPEN,0
HFL202500511,Customer_511,BLR04,LAP,2025-05-18,,9.93,60,19952.85,30,CLOSED,0
HFL202400512,Customer_512,PUN02,LAP,2024-03-16,4050434.45,11.49,60,89059.28,35,OPEN,0
HFL202300513,Customer_513,MUM01,TOP_UP,2023-06-17,3660208.52,11.73,240,39615.21,61,OPEN,0
HFL202400514,Customer_514,CHN05,HOME_LOAN,2024-09-19,4095602.22,11.92,180,48943.51,105,CLOSED,0
HFL202300515,Customer_515,DEL03,HOME_LOAN,2023-07-06,942132.95,9.05,240,8506.93,125,CLOSED,0
HFL202300516,Customer_516,DEL03,LAP,2023-06-05,533270.74,11.17,120,7397.22,91,WRITTEN_OFF,0
HFL202300517,Customer_517,DEL03,LAP,2023-08-27,723925.82,8.57,120,9002.77,63,OPEN,0
HFL202500518,Customer_518,BLR04,HOME_LOAN,2025-03-21,449164.47,8.9,120,5665.55,60,OPEN,0
HFL202500519,Customer_519,HYD06,LAP,2025-05-11,1475373.49,10.41,60,31645.79,49,OPEN,0
HFL202300520,Customer_520,PUN02,LAP,2023-02-04,1236145.42,12.18,60,27609.94,43,OPEN,0
HFL202300521,Customer_521,HYD06,HOME_LOAN,2023-06-12,3257071.99,8.71,60,67153.96,23,OPEN,0
HFL202300522,Customer_522,PUN02,HOME_LOAN,2023-08-12,4874388.08,9.68,240,46010.17,149,OPEN,0
HFL202300523,Customer_523,PUN02,HOME_LOAN,2023-09-06,341970.32,8.71,240,3013.31,22,CLOSED,0
HFL202300524,Customer_524,HYD06,HOME_LOAN,2023-04-04,3523939.83,10.19,60,75203.18,34,OPEN,0
HFL202300525,Customer_525,HYD06,LAP,2023-08-27,1788675.93,11.29,180,20656.94,176,OVERDUE,113
HFL202300526,Customer_526,CHN05,TOP_UP,2023-05-18,1478272.33,8.7,240,13016.53,48,CLOSED,0
HFL202300527,Customer_527,PUN02,LAP,2023-12-23,1821300.12,10.84,120,24923.74,104,OPEN,0
HFL202400528,Customer_528,MUM01,TOP_UP,2024-04-09,303383.2,11.69,240,3275.18,93,CLOSED,0
HFL202500529,Customer_529,HYD06,HOME_LOAN,2025-01-08,597706.26,13.34,240,7147.85,141,OPEN,0
HFL202300530,Customer_530,MUM01,HOME_LOAN,2023-11-27,2226081.28,10.11,60,47418.22,60,OPEN,0
HFL202300531,Customer_531,HYD06,LAP,2023-02-02,1249771.43,10.93,60,27129.45,42,OPEN,0
HFL202400532,Customer_532,mum01,HOME_LOAN,2024-12-19,3074414.29,8.75,120,38530.64,117,CLOSED,0
HFL202500533,Customer_533,HYD06,LAP,2025-05-02,675796.98,12.51,60,15207.48,26,OPEN,0
HFL202300534,Customer_534,DEL03,TOP_UP,2023-03-01,4171121.94,9.83,60,88275.52,13,CLOSED,0
HFL202500535,Customer_535,PUN02,TOP_UP,2025-01-12,1385784.62,10.43,120,18644.81,22,OPEN,0
HFL202400536,Customer_536,HYD06,HOME_LOAN,2024-03-01,3806709.37,12.33,180,46498.2,26,CLOSED,0
HFL202400537,Customer_537,CHN05,LAP,2024-07-17,2187318.72,10.19,120,29136.2,45,OPEN,0
HFL202300538,Customer_538,CHN05,HOME_LOAN,2023-11-29,4270813.87,10.56,240,42811.21,139,OVERDUE,83
HFL202400539,Customer_539,blr04,LAP,2024-07-17,4652890.54,9.77,240,44194.68,8,OPEN,0
HFL202400540,Customer_540,PUN02,HOME_LOAN,2024-06-14,934902.83,12.95,60,21247.99,20,OPEN,0
HFL202400541,Customer_541,BLR04,LAP,2024-12-07,4164986.05,13.1,120,62433.62,17,OPEN,0
HFL202400542,Customer_542,BLR04,TOP_UP,2024-08-19,1474327.46,9.78,180,15645.36,55,OPEN,0
HFL202300543,Customer_543,DEL03,TOP_UP,2023-11-29,4026649.71,9.36,60,84291.91,51,CLOSED,0
HFL202500544,Customer_544,BLR04,HOME_LOAN,2025-03-09,562836.73,12.35,180,6882.24,30,OVERDUE,112
HFL202500545,Customer_545,CHN05,TOP_UP,2025-05-19,3130817.68,8.56,240,27288.97,138,OPEN,0
HFL202400546,Customer_546,CHN05,HOME_LOAN,2024-05-29,3579512.67,9.27,240,32829.98,23,WRITTEN_OFF,0
HFL202500547,Customer_547,HYD06,LAP,2025-03-16,2153315.3,9.16,60,44866.68,25,OPEN,0
HFL202400548,Customer_548,PUN02,TOP_UP,2024-05-28,2342108.22,11.99,120,33588.91,83,OPEN,0
HFL202400549,Customer_549,BLR04,TOP_UP,2024-09-22,4986270.2,11.12,120,69025.02,118,OPEN,0
HFL202400550,Customer_550,CHN05,LAP,2024-11-18,2243835.65,10.33,120,30064.01,98,OPEN,0
HFL202300551,Customer_551,BLR04,HOME_LOAN,2023-12-25,3196238.67,13.45,240,38475.65,209,CLOSED,0
HFL202400552,Customer_552,MUM01,HOME_LOAN,2024-01-18,1033158.72,12.14,60,23055.2,39,OPEN,0
HFL202500553,Customer_553,blr04,TOP_UP,2025-04-19,1652119.92,10.22,60,35281.77,13,OPEN,0
HFL202300554,Customer_554,PUN02,HOME_LOAN,2023-07-28,2868193.81,12.25,240,32082.6,171,CLOSED,0
HFL202400555,Customer_555,HYD06,LAP,2024-11-10,2775955.73,9.78,60,58680.81,3,OPEN,0
HFL202300556,Customer_556,DEL03,LAP,2023-01-09,613009.62,11.8,180,7278.45,166,OVERDUE,5
HFL202400557,Customer_557,CHN05,HOME_LOAN,2024-01-25,2690139.56,12.05,180,32372.78,47,OPEN,0
HFL202400558,Customer_558,CHN05,LAP,31-02-2023,2935231.44,12.06,60,65381.63,31,OPEN,0
HFL202300559,Customer_559,CHN05,TOP_UP,2023-01-19,1929865.54,10.26,180,21046.47,15,OPEN,0
HFL202400560,Customer_560,PUN02,LAP,2024-02-01,4484889.8,12.57,60,101060.53,57,OVERDUE,72
HFL202300561,Customer_561,CHN05,TOP_UP,2023-03-31,3730481.42,11.1,120,51598.78,39,OPEN,0
HFL202400562,Customer_562,HYD06,HOME_LOAN,2024-07-09,919329.02,11.76,120,13062.47,67,OVERDUE,80
HFL202500563,Customer_563,CHN05,HOME_LOAN,2025-02-27,982216.26,13.17,120,14764.19,92,OPEN,0
HFL202500564,Customer_564,BLR04,TOP_UP,2025-05-09,4434299.17,12.14,180,53619.09,163,OVERDUE,106
HFL202500565,Customer_565,CHN05,TOP_UP,2025-03-08,1183287.93,9.16,60,24655.1,38,CLOSED,0
HFL202400566,Customer_566,BLR04,LAP,2024-09-02,1391257.91,11.94,180,16643.77,154,OPEN,0
HFL202400567,Customer_567,PUN02,HOME_LOAN,2024-01-18,1164689.45,10.44,240,11581.12,104,OPEN,0
HFL202400568,Customer_568,MUM01,TOP_UP,2024-02-27,1346004.8,11.86,120,19202.48,56,CLOSED,0
HFL202300569,Customer_569,MUM01,LAP,2023-11-29,4373842.05,12.94,240,51056.03,211,OPEN,0
HFL202400570,Customer_570,BLR04,HOME_LOAN,2024-02-08,3174072.91,12.21,60,70942.79,56,OPEN,0
HFL202300571,Customer_571,CHN05,HOME_LOAN,2023-09-09,2737902.47,10.48,60,58821.08,3,CLOSED,0
HFL202400572,Customer_572,BLR04,TOP_UP,2024-02-12,4456668.61,12.37,180,54552.94,13,OPEN,0
HFL202300573,Customer_573,MUM01,TOP_UP,2023-05-26,2478821.08,11.73,60,54802.39,37,CLOSED,0
HFL202400574,Customer_574,HYD06,LAP,2024-02-07,2243728.73,10.75,120,30590.7,112,OPEN,0
HFL202300575,Customer_575,MUM01,LAP,2023-11-28,3551071.91,13.04,120,53105.13,90,CLOSED,0
HFL202300576,Customer_576,BLR04,LAP,2023-03-29,2761941.34,10.42,120,37144.64,21,OPEN,0
HFL202400577,Customer_577,HYD06,LAP,2024-11-06,4354560.65,9.31,120,55894.95,39,OPEN,0
HFL202400578,Customer_578,MUM01,HOME_LOAN,2024-04-01,1657268.53,9.4,120,21354.02,32,WRITTEN_OFF,0
HFL202500579,Customer_579,CHN05,LAP,2025-05-25,2643618.53,12.54,240,30109.8,116,OPEN,0
HFL202400580,Customer_580,CHN05,HOME_LOAN,2024-09-07,3120479.89,9.72,180,33000.34,53,CLOSED,0
HFL202300581,Customer_581,CHN05,HOME_LOAN,2023-02-26,3370401.33,8.68,60,69441.71,58,CLOSED,0
HFL202400582,Customer_582,HYD06,TOP_UP,2024-03-02,4970555.35,9.31,180,51335.42,146,CLOSED,0
HFL202400583,Customer_583,DEL03,LAP,2024-04-11,3821873.6,10.3,60,81768.82,57,OPEN,0
HFL202500584,Customer_584,MUM01,LAP,2025-02-15,2308422.05,11.25,180,26600.98,70,OPEN,0
HFL202400585,Customer_585,HYD06,HOME_LOAN,2024-06-21,1286273.24,9.55,60,27045.57,33,OPEN,0
HFL202400586,Customer_586,DEL03,TOP_UP,2024-12-06,3142456.7,12.44,180,38608.85,147,OPEN,0
HFL202300587,Customer_587,PUN02,TOP_UP,2023-05-13,3187162.91,10.98,240,32854.16,59,OPEN,0
HFL202300588,Customer_588,PUN02,LAP,2023-07-18,307430.31,8.62,60,6325.2,26,CLOSED,0
HFL202300589,Customer_589,HYD06,HOME_LOAN,2023-12-25,2933952.87,11.69,60,64805.48,50,CLOSED,0
HFL202400590,Customer_590,DEL03,TOP_UP,2024-06-02,2884969.92,12.34,60,64671.34,36,CLOSED,0
HFL202500591,Customer_591,BLR04,HOME_LOAN,2025-05-02,1125456.71,10.15,180,12197.7,165,OVERDUE,123
HFL202400592,Customer_592,BLR04,TOP_UP,2024-10-04,2464904.3,12.83,180,30911.79,14,OPEN,0
HFL202500593,Customer_593,HYD06,LAP,2025-01-12,3487528.84,11.28,60,76315.23,58,OPEN,0
HFL202300594,Customer_594,PUN02,HOME_LOAN,2023-06-02,1618162.13,8.66,240,14207.08,99,CLOSED,0
HFL202500595,Customer_595,DEL03,HOME_LOAN,2025-06-04,3977016.5,10.04,180,42834.6,127,CLOSED,0
HFL202500596,Customer_596,DEL03,HOME_LOAN,2025-04-29,4768415.72,9.58,180,50023.42,51,OPEN,0
HFL202300597,Customer_597,BLR04,LAP,2023-01-26,4055418.81,13.02,120,60599.61,67,OPEN,0
HFL202300598,Customer_598,MUM01,TOP_UP,2023-05-27,3916562.57,8.99,120,49592.17,91,OPEN,0
HFL202300599,Customer_599,MUM01,TOP_UP,2023-11-15,4681985.52,11.94,60,104006.28,49,OPEN,0
HFL202300600,Customer_600,PUN02,LAP,2023-01-24,3014531.22,10.06,120,39937.48,68,OPEN,0
HFL202400601,Customer_601,CHN05,HOME_LOAN,2024-11-18,852958.94,9.25,180,8778.59,26,OPEN,0
HFL202400602,Customer_602,PUN02,LAP,2024-07-16,1796879.09,9.21,180,18450.3,156,CLOSED,0
HFL202300603,Customer_603,MUM01,HOME_LOAN,2023-02-21,911347.81,10.85,60,19746.8,25,OPEN,0
HFL202400604,Customer_604,DEL03,TOP_UP,2024-08-29,3258512.24,11.95,240,35765.51,50,CLOSED,0
HFL202500605,Customer_605,MUM01,TOP_UP,2025-04-08,2807379.17,13.37,240,33633.33,235,CLOSED,0
HFL202400606,Customer_606,PUN02,TOP_UP,2024-04-11,1758840.92,11.72,240,19024.12,229,OPEN,0
HFL202400607,Customer_607,DEL03,HOME_LOAN,2024-01-08,2142761.52,12.0,180,25716.74,7,CLOSED,0
HFL202300608,Customer_608,CHN05,HOME_LOAN,2023-12-26,2549664.8,12.73,180,31807.79,130,CLOSED,0
HFL202500609,Customer_609,CHN05,LAP,2025-01-01,4044761.53,10.13,60,86198.18,37,CLOSED,0
HFL202300610,Customer_610,PUN02,LAP,2023-09-07,2875360.38,13.37,240,34447.76,151,OPEN,0
HFL202400611,Customer_611,HYD06,TOP_UP,2024-03-21,2965892.61,10.21,120,39540.2,119,OPEN,0
HFL202400612,Customer_612,BLR04,HOME_LOAN,2024-05-13,837317.44,11.48,180,9770.81,103,CLOSED,0
HFL202400613,Customer_613,HYD06,HOME_LOAN,2024-12-02,4126113.58,12.36,240,46471.85,23,OPEN,0
HFL202400614,Customer_614,HYD06,LAP,2024-08-17,4545303.22,11.68,60,100374.29,34,CLOSED,0
HFL202400615,Customer_615,HYD06,TOP_UP,2024-08-14,2401650.91,9.53,180,25122.13,111,OPEN,0
HFL202300616,Customer_616,MUM01,HOME_LOAN,2023-12-19,,11.41,240,52527.86,140,OVERDUE,76
HFL202400617,Customer_617,BLR04,TOP_UP,2024-07-27,4157540.43,10.3,180,45443.26,100,OVERDUE,61
HFL202400618,Customer_618,BLR04,LAP,2024-01-27,2208353.48,10.68,120,30021.43,71,CLOSED,0
HFL202400619,Customer_619,MUM01,TOP_UP,2024-01-04,4247824.63,9.27,120,54432.31,18,OPEN,0
HFL202400620,Customer_620,BLR04,TOP_UP,2024-11-04,2352655.04,13.45,60,54073.65,57,OPEN,0
HFL202400621,Customer_621,BLR04,HOME_LOAN,2024-03-11,3229267.86,10.77,240,32828.15,57,CLOSED,0
HFL202300622,Customer_622,DEL03,TOP_UP,2023-01-08,3016310.95,12.73,120,44557.68,69,CLOSED,0
HFL202300623,Customer_623,HYD06,TOP_UP,2023-02-08,2970303.02,12.02,60,66102.77,46,CLOSED,0
HFL202500624,Customer_624,CHN05,HOME_LOAN,2025-05-29,4923241.37,12.39,240,55553.62,22,OPEN,0
HFL202500625,Customer_625,DEL03,LAP,2025-01-29,3419563.61,11.84,180,40689.17,2,CLOSED,0
HFL202400626,Customer_626,DEL03,TOP_UP,2024-04-25,2997636.92,10.16,180,32506.81,9,WRITTEN_OFF,0
HFL202500627,Customer_627,BLR04,HOME_LOAN,2025-02-06,1729132.96,12.43,180,21233.24,146,OPEN,0
HFL202300628,Customer_628,PUN02,LAP,2023-10-26,4101810.16,11.62,180,48230.31,71,OPEN,0
HFL202300629,Customer_629,CHN05,LAP,2023-10-15,1593520.44,9.78,60,33685.36,42,CLOSED,0
HFL202300630,Customer_630,CHN05,HOME_LOAN,2023-06-29,1527887.16,12.0,240,16823.35,87,OPEN,0
HFL202400631,Customer_631,BLR04,TOP_UP,2024-09-01,4689526.72,9.27,240,43010.63,60,CLOSED,0
HFL202400632,Customer_632,DEL03,HOME_LOAN,2024-10-14,1086231.33,11.39,180,12613.38,29,OPEN,0
HFL202400633,Customer_633,HYD06,HOME_LOAN,2024-02-13,2538290.13,10.88,120,34792.75,33,OPEN,0
HFL202400634,Customer_634,DEL03,HOME_LOAN,2024-03-21,355756.29,13.14,240,4203.49,174,OPEN,0
HFL202400635,Customer_635,HYD06,LAP,2024-06-28,3295893.51,13.28,240,39273.19,85,CLOSED,0
HFL202300636,Customer_636,HYD06,TOP_UP,2023-04-11,1500116.42,11.42,240,15915.08,172,CLOSED,0
HFL202400637,Customer_637,MUM01,HOME_LOAN,2024-06-16,,11.95,120,27001.43,106,OPEN,0
HFL202300638,Customer_638,DEL03,HOME_LOAN,2023-04-11,2768742.04,11.93,180,33104.97,8,OPEN,0
HFL202300639,Customer_639,HYD06,HOME_LOAN,2023-02-28,4710975.7,11.78,120,66991.04,15,WRITTEN_OFF,0
HFL202300640,Customer_640,PUN02,TOP_UP,2023-05-14,2067004.67,12.32,120,30039.14,59,OVERDUE,179
HFL202400641,Customer_641,HYD06,LAP,2024-10-16,2431185.7,13.48,240,29318.54,82,CLOSED,0
HFL202300642,Customer_642,MUM01,LAP,2023-03-17,1603251.16,8.81,240,14229.54,208,OPEN,0
HFL202300643,Customer_643,BLR04,LAP,2023-03-13,2611092.4,13.14,240,30851.71,138,OPEN,0
HFL202400644,Customer_644,MUM01,LAP,2024-10-20,,10.71,180,8940.62,64,OPEN,0
HFL202400645,Customer_645,DEL03,LAP,2024-05-24,999615.09,11.7,60,22084.64,21,CLOSED,0
HFL202400646,Customer_646,HYD06,HOME_LOAN,2024-06-11,3625746.56,12.35,240,40810.8,201,OPEN,0
HFL202300647,Customer_647,CHN05,LAP,2023-01-04,2106792.21,11.95,240,23124.2,91,OPEN,0
HFL202400648,Customer_648,DEL03,LAP,2024-02-15,559414.96,13.49,60,12869.17,29,OPEN,0
HFL202300649,Customer_649,BLR04,TOP_UP,2023-06-30,2906034.72,13.34,120,43974.94,80,OPEN,0
HFL202300650,Customer_650,pun02,HOME_LOAN,2023-03-28,4460506.53,10.69,120,60663.38,75,OPEN,0
HFL202300651,Customer_651,BLR04,HOME_LOAN,2023-03-06,4025874.11,11.72,240,43545.0,4,OPEN,0
HFL202300652,Customer_652,HYD06,TOP_UP,2023-12-12,4002559.1,8.71,60,82524.33,29,OPEN,0
HFL202400653,Customer_653,PUN02,LAP,2024-07-03,1000082.06,11.4,60,21944.24,1,OPEN,0
HFL202400654,Customer_654,HYD06,HOME_LOAN,2024-09-25,515267.96,12.01,120,7395.58,39,OPEN,0
HFL202300655,Customer_655,CHN05,HOME_LOAN,2023-06-24,4226155.14,8.82,60,87359.29,14,OPEN,0
HFL202400656,Customer_656,HYD06,LAP,2024-03-12,1885512.62,12.68,240,21661.79,35,OPEN,0
HFL202500657,Customer_657,MUM01,LAP,2025-03-23,1302189.64,8.73,120,16305.91,96,OPEN,0
HFL202400658,Customer_658,HYD06,HOME_LOAN,2024-01-14,,10.69,60,62627.56,49,OPEN,0
HFL202400659,Customer_659,CHN05,TOP_UP,2024-05-13,679396.26,8.54,60,13951.96,26,CLOSED,0
HFL202500660,Customer_660,CHN05,HOME_LOAN,2025-03-02,2537258.63,9.13,120,32319.7,30,CLOSED,0
HFL202300661,Customer_661,DEL03,TOP_UP,2023-02-08,3102478.26,12.09,60,69154.1,0,CLOSED,0
HFL202300662,Customer_662,CHN05,TOP_UP,2023-05-01,4937036.57,13.38,180,63704.96,160,OVERDUE,139
HFL202300663,Customer_663,PUN02,HOME_LOAN,2023-02-24,1210479.27,12.48,240,13735.68,11,OPEN,0
HFL202300664,Customer_664,HYD06,HOME_LOAN,2023-10-19,1285071.84,9.76,240,12197.58,137,OPEN,0
HFL202300665,Customer_665,CHN05,HOME_LOAN,2023-01-30,2579788.56,9.08,120,32791.47,53,CLOSED,0
HFL202300666,Customer_666,HYD06,LAP,2023-11-30,1381297.21,9.05,120,17535.09,25,OPEN,0
HFL202300667,Customer_667,CHN05,LAP,2023-03-17,2513654.22,10.92,240,25808.93,99,OPEN,0
HFL202500668,Customer_668,PUN02,HOME_LOAN,2025-01-07,1212528.14,10.29,180,13245.85,145,OPEN,0
HFL202300669,Customer_669,PUN02,HOME_LOAN,2023-04-24,4302761.42,10.79,120,58760.22,77,CLOSED,0
HFL202400670,Customer_670,CHN05,TOP_UP,2024-10-15,4777972.67,13.03,120,71424.83,27,OPEN,0
HFL202400671,Customer_671,BLR04,TOP_UP,2024-04-18,1612103.13,12.15,120,23269.0,114,OPEN,0
HFL202400672,Customer_672,BLR04,HOME_LOAN,2024-08-10,4521783.43,10.59,60,97392.48,32,OPEN,0
HFL202400673,Customer_673,PUN02,HOME_LOAN,2024-02-08,2552565.89,12.49,60,57414.49,48,OPEN,0
HFL202400674,Customer_674,mum01,LAP,2024-02-21,4764689.31,9.16,180,48781.21,171,OPEN,0
HFL202400675,Customer_675,BLR04,TOP_UP,2024-04-15,4332233.92,12.24,60,96894.39,55,WRITTEN_OFF,0
HFL202500676,Customer_676,BLR04,TOP_UP,2025-03-19,4396293.46,11.63,60,96973.12,21,OVERDUE,19
HFL202400677,Customer_677,MUM01,TOP_UP,2024-03-12,3838573.65,11.99,120,55050.19,42,CLOSED,0
HFL202400678,Customer_678,DEL03,LAP,2024-06-11,4743014.48,11.87,60,105194.42,2,OPEN,0
HFL202400679,Customer_679,DEL03,TOP_UP,2024-10-25,2926315.15,8.84,120,36816.41,14,OPEN,0
HFL202500680,Customer_680,PUN02,LAP,2025-02-09,3026561.11,13.3,120,45726.92,114,CLOSED,0
HFL202400681,Customer_681,CHN05,LAP,2024-03-09,1602583.07,8.82,180,16083.31,31,OPEN,0
HFL202400682,Customer_682,HYD06,HOME_LOAN,2024-11-25,4179281.38,13.0,240,48963.45,207,CLOSED,0
HFL202400683,Customer_683,MUM01,HOME_LOAN,2024-04-13,710351.13,10.45,120,9565.25,35,OPEN,0
HFL202400684,Customer_684,HYD06,LAP,2024-05-23,1007340.92,9.52,60,21165.88,8,OPEN,0
HFL202400685,Customer_685,PUN02,TOP_UP,2024-03-30,3767233.45,8.61,120,46930.23,66,OPEN,0
HFL202400686,Customer_686,HYD06,LAP,2024-08-15,1911124.65,11.73,180,22605.79,140,OPEN,0
HFL202400687,Customer_687,PUN02,HOME_LOAN,2024-08-03,920184.98,12.45,120,13442.46,36,CLOSED,0
HFL202300688,Customer_688,DEL03,TOP_UP,2023-10-19,2442854.72,9.33,120,31383.02,22,CLOSED,0
HFL202400689,Customer_689,DEL03,LAP,2024-11-13,4033949.22,9.31,60,84346.37,28,OPEN,0
HFL202300690,Customer_690,PUN02,HOME_LOAN,2023-07-30,2943690.04,8.67,180,29281.76,138,WRITTEN_OFF,0
HFL202300691,Customer_691,BLR04,HOME_LOAN,2023-05-05,4626039.69,10.52,240,46247.62,39,CLOSED,0
HFL202400692,Customer_692,DEL03,TOP_UP,2024-07-13,4885324.87,10.16,180,52977.18,146,OPEN,0
HFL202400693,Customer_693,HYD06,HOME_LOAN,2024-08-01,3724155.8,13.11,180,47389.46,10,CLOSED,0
HFL202300694,Customer_694,MUM01,TOP_UP,2023-04-30,1747986.34,10.51,120,23596.24,77,OPEN,0
HFL202400695,Customer_695,MUM01,TOP_UP,2024-06-23,1344076.13,13.18,180,17165.32,114,OPEN,0
HFL202300696,Customer_696,CHN05,TOP_UP,2023-03-31,4886445.68,10.47,240,48686.86,14,OPEN,0
HFL202300697,Customer_697,DEL03,LAP,2023-06-01,3665029.73,10.64,240,36936.23,78,OPEN,0
HFL202300698,Customer_698,PUN02,LAP,2023-03-31,1313767.23,12.94,240,15335.66,229,OVERDUE,74
HFL202400699,Customer_699,DEL03,TOP_UP,2024-02-29,955968.13,11.44,60,20995.45,55,OPEN,0
HFL202300700,Customer_700,BLR04,LAP,2023-03-09,4685819.08,11.45,240,49809.63,69,OPEN,0
HFL202400701,Customer_701,BLR04,HOME_LOAN,2024-04-18,3638160.93,12.28,120,52787.62,62,OPEN,0
HFL202300702,Customer_702,MUM01,TOP_UP,2023-11-06,4222550.45,10.02,240,40804.49,76,OPEN,0
HFL202400703,Customer_703,BLR04,HOME_LOAN,2024-04-28,883631.54,11.83,180,10508.61,165,OPEN,0
HFL202500704,Customer_704,DEL03,LAP,2025-02-22,1602920.06,13.47,60,36858.17,36,CLOSED,0
HFL202400705,Customer_705,HYD06,LAP,2024-10-05,3523790.33,13.37,60,80846.07,54,OPEN,0
HFL202300706,Customer_706,MUM01,TOP_UP,2023-03-01,986844.47,10.81,120,13487.86,53,OPEN,0
HFL202300707,Customer_707,HYD06,TOP_UP,2023-12-31,528960.03,9.96,60,11228.43,6,OPEN,0
HFL202400708,Customer_708,HYD06,TOP_UP,2024-07-10,1816252.25,10.08,180,19606.53,24,OPEN,0
HFL202500709,Customer_709,BLR04,HOME_LOAN,2025-04-23,975472.31,9.18,180,9998.61,41,OPEN,0
HFL202400710,Customer_710,MUM01,HOME_LOAN,2024-05-30,1339233.46,9.44,60,28087.14,8,OPEN,0
HFL202300711,Customer_711,CHN05,HOME_LOAN,2023-11-16,3547938.31,9.2,240,32379.5,87,OVERDUE,153
HFL202300712,Customer_712,HYD06,HOME_LOAN,2023-01-30,3798963.02,9.09,120,48308.89,16,OVERDUE,37
HFL202300713,Customer_713,BLR04,HOME_LOAN,2023-03-22,2296583.84,12.32,60,51458.39,2,OPEN,0
HFL202500714,Customer_714,DEL03,TOP_UP,2025-03-23,,11.47,240,36199.08,77,OPEN,0
